"Hugo_symbol" "lengths"
"KRT74" 8061
"KRT75" 10301
"KRT76" 9190
"KRT77" 13912
"KRT78" 11190
"KRT79" 12903
"KRT7" 19424
"KRT80" 23018
"KRT81" 5621
"KRT82" 12404
"KRT83" 7097
"KRT84" 9312
"KRT85" 7475
"KRT86" 38656
"KRT8" 52669
"KRT9" 6223
"KRTAP1-1" 909
"KRTAP1-3" 990
"KRTAP1-5" 1182
"KRTAP10-10" 1099
"KRTAP10-11" 1236
"KRTAP10-12" 872
"KRTAP10-1" 1214
"KRTAP10-2" 1148
"KRTAP10-3" 1005
"KRTAP10-4" 1642
"KRTAP10-5" 1149
"KRTAP10-6" 1237
"KRTAP10-7" 1577
"KRTAP10-8" 875
"KRTAP10-9" 1285
"KRTAP11-1" 936
"KRTAP12-1" 587
"KRTAP12-2" 738
"KRTAP12-3" 409
"KRTAP12-4" 446
"KRTAP13-1" 791
"KRTAP13-2" 881
"KRTAP13-4" 644
"KRTAP15-1" 590
"KRTAP17-1" 798
"KRTAP19-1" 661
"KRTAP19-2" 393
"KRTAP19-3" 551
"KRTAP19-5" 484
"KRTAP19-6" 329
"KRTAP19-8" 317
"KRTAP2-1" 775
"KRTAP2-2" 713
"KRTAP2-4" 763
"KRTAP20-2" 413
"KRTAP20-4" 223
"KRTAP21-1" 413
"KRTAP21-2" 465
"KRTAP24-1" 1641
"KRTAP25-1" 369
"KRTAP26-1" 1191
"KRTAP27-1" 681
"KRTAP3-1" 607
"KRTAP3-2" 713
"KRTAP3-3" 734
"KRTAP4-11" 1192
"KRTAP4-12" 1091
"KRTAP4-1" 811
"KRTAP4-2" 775
"KRTAP4-3" 990
"KRTAP4-4" 1099
"KRTAP4-5" 901
"KRTAP4-7" 937
"KRTAP4-8" 1161
"KRTAP4-9" 1099
"KRTAP5-10" 1172
"KRTAP5-11" 1020
"KRTAP5-1" 941
"KRTAP5-2" 1117
"KRTAP5-3" 898
"KRTAP5-4" 1180
"KRTAP5-5" 1127
"KRTAP5-6" 560
"KRTAP5-7" 1402
"KRTAP5-8" 1184
"KRTAP5-9" 1188
"KRTAP6-1" 218
"KRTAP6-2" 188
"KRTAP6-3" 635
"KRTAP7-1" 720
"KRTAP8-1" 577
"KRTAP9-2" 1004
"KRTAP9-4" 966
"KRTAP9-8" 1005
"KRTAP9-9" 980
"KRTCAP2" 3896
"KRTCAP3" 4115
"KRTDAP" 3140
"KSR1" 169997
"KSR2" 515978
"POGLUT1" 25753
"KTI12" 1707
"KTN1" 104377
"KYNU" 178169
"KY" 56130
"L1CAM" 24659
"L1TD1" 17479
"L2HGDH" 69795
"L3MBTL2" 26079
"L3MBTL3" 122868
"L3MBTL4" 460556
"L3MBTL1" 43257
"LACE1" 231120
"LACRT" 4084
"LACTB2" 31919
"LACTB" 20256
"LAD1" 18491
"LAG3" 5972
"LAGE3" 1488
"LAIR1" 19172
"LAIR2" 7883
"LALBA" 4199
"LAMA1" 176055
"LAMA2" 633428
"LAMA3" 266779
"LAMA4" 146791
"LAMA5" 58258
"LAMB1" 79377
"LAMB2P1" 1542
"LAMB2" 11952
"LAMB3" 37597
"LAMB4" 118699
"LAMC1" 122172
"LAMC2" 58863
"LAMC3" 85299
"LAMP1" 26433
"LAMP2" 43201
"LAMP3" 40546
"LANCL1" 46369
"LANCL2" 68294
"LANCL3" 112802
"LAP3" 30663
"LAPTM4A" 18978
"LAPTM4B" 77225
"LAPTM5" 25371
"LARGE" 760587
"LARP1B" 162276
"LARP1" 134626
"LARP4B" 124986
"LARP4" 79196
"LARP6" 25027
"LARP7" 20628
"LARS2" 160843
"LARS" 69761
"LAS1L" 22224
"LASP1" 51911
"CERS1" 28182
"CERS2" 9830
"CERS3" 144587
"CERS4" 53104
"CERS5" 38244
"CERS6" 319272
"LAT2" 19828
"LATS1" 60103
"LATS2" 88550
"LAT" 5981
"LAX1" 13043
"LAYN" 21465
"LBH" 28494
"LBP" 30531
"LBR" 27353
"LBX1" 1984
"LBX2" 5799
"SKOR1" 9073
"LCA5L" 39952
"LCA5" 52439
"LCAT" 4370
"LCE1A" 624
"LCE1B" 1137
"LCE1C" 1819
"LCE1D" 1460
"LCE1E" 2169
"LCE1F" 597
"LCE2A" 1097
"LCE2B" 1274
"LCE2C" 1259
"LCE2D" 1279
"LCE3A" 269
"LCE3C" 852
"LCE3D" 1135
"LCE3E" 1126
"LCE4A" 387
"LCE5A" 1374
"LCE6A" 1381
"LCK" 34902
"LCLAT1" 196984
"LCMT1" 66529
"LCMT2" 6924
"LCN10" 4770
"LCN12" 6325
"LCN15" 4884
"LCN1" 5244
"LCN2" 4000
"LCN6" 4508
"LCN8" 4163
"LCN9" 7409
"LCNL1" 2765
"LCORL" 182089
"LCOR" 163658
"LCP1" 56254
"LCP2" 51544
"LCTL" 18819
"LCT" 49345
"LDB1" 18268
"LDB2" 397275
"LDB3" 69284
"LDHAL6A" 23745
"LDHAL6B" 1745
"LDHA" 14036
"LDHB" 22629
"LDHC" 39765
"LDHD" 4935
"LDLRAD1" 10888
"LDLRAD2" 13016
"LDLRAD3" 288155
"LDLRAP1" 46812
"LDLR" 44388
"LDOC1L" 5650
"LDOC1" 3894
"LEAP2" 1378
"LECT1" 36556
"LECT2" 8079
"LEF1" 121411
"LEFTY1" 2864
"LEFTY2" 4894
"LEKR1" 221372
"LELP1" 1690
"LEMD1" 68578
"LEMD2" 23061
"LEMD3" 78772
"LENEP" 735
"LENG1" 4560
"LENG8" 14401
"LENG9" 2046
"LEO1" 33777
"P3H1" 20749
"P3H2" 165709
"P3H3" 11440
"LEPROTL1" 42940
"LEPROT" 15339
"LEPR" 220907
"LEP" 16428
"LETM1" 44677
"LETM2" 27022
"LETMD1" 20738
"LEUTX" 9541
"LFNG" 16648
"LGALS12" 10720
"LGALS13" 5063
"LGALS14" 4963
"LGALS1" 4166
"LGALS2" 9839
"LGALS3BP" 8668
"LGALS3" 16178
"LGALS4" 11943
"LGALS7B" 2554
"LGALS7" 2549
"LGALS8" 34767
"LGALS9B" 18140
"LGALS9C" 18160
"LGALS9" 18388
"LGI1" 40365
"LGI2" 38986
"LGI3" 9976
"LGI4" 10546
"LGMN" 44818
"LGR4" 106829
"LGR5" 146512
"LGR6" 125771
"LGSN" 291970
"EIF2D" 40067
"LHB" 1111
"LHCGR" 68950
"LHFPL1" 49530
"LHFPL2" 285032
"LHFPL3" 579902
"LHFPL4" 55461
"LHFPL5" 18718
"LHFP" 260301
"LHPP" 152318
"LHX1" 7137
"LHX2" 21542
"LHX3" 8878
"LHX4" 50612
"LHX5" 9838
"LHX6" 43331
"LHX8" 71020
"LHX9" 22973
"LIAS" 20482
"LIFR" 131622
"LIF" 17034
"LIG1" 55158
"LIG3" 29245
"LIG4" 10907
"LILRA1" 8805
"LILRA2" 17299
"LILRA3" 4415
"LILRA4" 5977
"LILRA5" 6096
"LILRA6" 6200
"LILRB1" 20995
"LILRB2" 7366
"LILRB3" 6809
"LILRB4" 7835
"LILRB5" 7871
"LILRP2" 5536
"LIM2" 8065
"LIMA1" 107740
"LIMCH1" 340437
"LIMD1" 92236
"LIMD2" 5339
"LIME1" 3406
"LIMK1" 38721
"LIMK2" 67782
"LIMS1" 153575
"LIMS2" 43405
"LIMS3-LOC440895" 70142
"LIMS3" 26937
"LIN28A" 18950
"LIN28B" 146333
"LIN37" 5943
"LIN52" 116626
"LIN54" 88348
"LIN7A" 145395
"LIN7B" 4125
"LIN7C" 12351
"LIN9" 78933
"LINGO1" 207876
"LINGO2" 1277626
"LINGO3" 18370
"LINGO4" 5155
"LINS" 36118
"LIPA" 38470
"LIPC" 159387
"LIPE" 25909
"LIPF" 14373
"LIPG" 38486
"LIPH" 46399
"LIPI" 102142
"LIPJ" 39884
"LIPK" 46867
"LIPM" 19292
"LIPN" 26436
"LIPT1" 8190
"LIPT2" 3205
"LITAF" 88655
"LIX1L" 24615
"LIX1" 50744
"LLGL1" 19282
"LLGL2" 50129
"LLPH" 14195
"LMAN1L" 12919
"LMAN1" 31442
"LMAN2L" 34163
"LMAN2" 20101
"LMBR1L" 14349
"LMBR1" 224196
"LMBRD1" 123000
"LMBRD2" 53554
"LMCD1" 72861
"LMF1" 127979
"LMF2" 4832
"LMLN" 83520
"LMNA" 57543
"LMNB1" 60397
"LMNB2" 28793
"LMO1" 44483
"LMO2" 33500
"LMO3" 61861
"LMO4" 20043
"LMO7" 239436
"LMOD1" 50092
"LMOD2" 8424
"LMOD3" 16530
"LMTK2" 102776
"LMTK3" 28655
"LMX1A" 154848
"LMX1B" 87104
"LNP1" 54780
"LNPEP" 102654
"LNX1" 194261
"LNX2" 75193
"ZBTB11-AS1" 2787
"HAVCR1P1" 1254
"ANKRD26P3" 82173
"FAM86JP" 13423
"LOC100126784" 3738
"SLCO4A1-AS1" 3594
"DPPA2P3" 1145
"LOC100128076" 5795
"LOC100128164" 22750
"TMPO-AS1" 3253
"LOC100128239" 9069
"LOC100128288" 2128
"DLG5-AS1" 3013
"BET1P1" 1942
"LOC100128554" 30304
"LOC100128573" 524
"ACVR2B-AS1" 3793
"HPN-AS1" 47245
"SRRM2-AS1" 15524
"GPR158-AS1" 18204
"LINC01003" 1421
"MAPT-AS1" 52157
"LOC100129034" 5713
"LOC100129055" 38674
"UNQ6494" 79976
"GABPB1-AS1" 4138
"LOC100129534" 2247
"LOC100129550" 5903
"ARRDC3-AS1" 40368
"LINC01126" 1644
"LOC100129935" 3716
"URAHP" 8022
"LOC100130093" 5838
"MAPT-IT1" 3015
"LOC100130238" 5509
"LOC100130264" 42294
"CCDC166" 1415
"LOC100130331" 66146
"LINC00552" 2578
"PARD6G-AS1" 30508
"NFYC-AS1" 3181
"LINC00910" 19053
"LOC100130691" 109183
"AGAP2-AS1" 2116
"LOC100130872" 13179
"SNRPGP15" 593
"SMIM6" 1723
"LOC100130987" 73848
"CCDC183-AS1" 4921
"LINC00893" 12161
"LOC100131496" 2252
"LINC00887" 11605
"MZF1-AS1" 15611
"FAM83A-AS1" 1571
"LOC100132111" 13258
"LOC100132215" 4599
"NPIPB5" 22998
"LOC100132287" 4689
"TEKT4P2" 61405
"LINC01512" 47179
"PAXIP1-AS2" 20973
"DCAF13P3" 2444
"LOC100132831" 1979
"PMS2P9" 13558
"LOC100133050" 8749
"LINC01001" 11983
"RSU1P2" 55120
"LOC100133331" 4592
"MRPL23-AS1" 6711
"LINC01134" 15043
"LOC100133669" 36359
"LOC100133920" 11207
"UXT-AS1" 1278
"LOC100133985" 1280
"MAP3K14-AS1" 20705
"JHDM1D-AS1" 2379
"LINC01119" 31142
"LOC100134368" 10719
"NDUFB2-AS1" 1741
"LOC100134868" 13473
"CHKB-AS1" 12255
"LINC00930" 4445
"TEX36-AS1" 4074
"HECTD2-AS1" 304498
"LINC00426" 33648
"DCTN1-AS1" 13165
"RAMP2-AS1" 7343
"TPT1-AS1" 50138
"LOC100190940" 8530
"LOC100190986" 2452
"ZFHX4-AS1" 72396
"PP12613" 2223
"LOC100192426" 6214
"LINC00704" 27885
"KMT2E-AS1" 3599
"PCED1B-AS1" 8023
"LOC100240734" 490
"LOC100240735" 2984
"LOC100268168" 4586
"LOC100270746" 940
"LOC100270804" 2016
"LINC00899" 4961
"LOC100271832" 19009
"SMG1P3" 55598
"NFE2L3P2" 3243
"LOC100272216" 2048
"LOC100272217" 2144
"LINC00894" 78239
"BCDIN3D-AS1" 12611
"TIPARP-AS1" 2542
"LOC100287704" 2704
"ANKRD66" 12301
"LOC100288778" 17538
"MAN1B1-AS1" 1871
"RASAL2-AS1" 2485
"LINC00882" 130848
"BRE-AS1" 1658
"SLC25A5-AS1" 3087
"LOC113230" 2276
"LOC115110" 7091
"LINC01257" 47920
"LINC00284" 8128
"METTL21EP" 15934
"LINC00661" 11828
"LINC00628" 1289
"ZNF300P1" 16148
"LOC143188" 4454
"LOC143666" 2077
"CEP83-AS1" 2567
"A2M-AS1" 2878
"LINC00934" 19555
"LINC00410" 35643
"LOC145474" 1853
"LOC145783" 32329
"LINC00924" 74754
"DRAIC" 9720
"LOC145845" 22090
"SSTR5-AS1" 14650
"FRG2DP" 3182
"LOC146880" 3365
"ILF3-AS1" 2010
"TPM3P9" 12698
"LINC00906" 4017
"LINC00662" 3447
"LOC148413" 2516
"LOC148696" 4217
"LOC148709" 13487
"GCSAML-AS1" 6125
"LINC01341" 1869
"CHIAP2" 5584
"LINC00654" 8529
"LINC00895" 709
"LINC00896" 2205
"PRR34-AS1" 4676
"TISP43" 13315
"LINC01102" 78410
"LINC01105" 47531
"LOC150776" 28763
"WTH3DI" 3676
"LINC01106" 9427
"LOC151174" 6564
"LINC00608" 1638
"LBX2-AS1" 2472
"LINC00635" 36406
"LINC00691" 3273
"NCBP2-AS2" 869
"LOC152225" 57067
"SLC25A48" 309472
"LOC153684" 3134
"LOC153910" 111434
"LOC154449" 8235
"LOC154761" 24749
"LINC00689" 17884
"LINC00964" 9087
"LINC00599" 3265
"LINC00961" 2196
"USP27X-AS1" 2632
"LINC00889" 2907
"USP32P1" 17613
"SEPHS1P1" 2129
"NBPF11" 50235
"LOC200726" 5127
"AADACP1" 14438
"LOC202181" 53777
"PAXIP1-AS1" 2270
"TMEM254-AS1" 32960
"CTAGE10P" 2971
"USP32P2" 9990
"LOC220729" 13854
"ZEB1-AS1" 12730
"LOC221122" 4126
"ADCY10P1" 39801
"SMIM13" 44899
"TOB2P1" 3591
"PSMD5-AS1" 11298
"TTC41P" 86462
"LINC00710" 17223
"LINC00925" 36908
"LINC00879" 53065
"LINC01018" 6364
"LOC256880" 87211
"LINC01366" 3707
"PP7080" 2455
"DKFZP434A062" 5021
"PDCD4-AS1" 2014
"ZMIZ1-AS1" 124122
"MIR4697HG" 5305
"LINC00294" 3304
"C1RL-AS1" 13543
"LOC283332" 2981
"TRHDE-AS1" 20002
"LINC00592" 12950
"LINC00926" 7404
"LOC283731" 2905
"LINC00928" 19104
"LOC283856" 98107
"LINC00922" 291801
"LINC01566" 28297
"LOC283922" 35849
"TMEM235" 11556
"LOC284009" 8455
"LOC284023" 2994
"YWHAEP7" 41794
"ANKRD20A9P" 60824
"CYP4F35P" 5101
"LINC00908" 31172
"LOC284379" 3866
"LINC00663" 20042
"LOC284441" 5234
"LINC01226" 5810
"LOC284578" 15033
"LOC284632" 11450
"LOC284661" 12633
"LINC01142" 12803
"LINC00494" 10727
"LOC284788" 20310
"LOC284798" 7992
"AATBC" 6809
"TTC28-AS1" 83303
"STARD7-AS1" 34207
"LINC00486" 120703
"LOC285074" 45738
"TUSC7" 7252
"LINC00636" 45702
"PDCL3P4" 982
"LINC00606" 4867
"LINC00620" 95914
"LINC00698" 22374
"LINC01091" 280787
"RPL34-AS1" 82267
"LINC01098" 261993
"LINC01096" 1748
"LOC285593" 5434
"LOC285627" 17720
"LOC285629" 6848
"LOC285692" 262509
"LOC285696" 87394
"LINC00326" 18498
"LOC285740" 15224
"LOC285768" 140329
"LY86-AS1" 276361
"PACRG-AS1" 14488
"HLA-F-AS1" 22448
"LOC285847" 10185
"INHBA-AS1" 85459
"SLC26A4-AS1" 5282
"LINC01591" 65588
"FAM183CP" 32096
"LOC286238" 25129
"LOC286359" 5855
"FIRRE" 139118
"CPS1-IT1" 2305
"LINC00705" 6263
"KRTAP5-AS1" 26443
"LINC00936" 2997
"LINC01089" 7679
"KRT17P5" 3152
"LINC00667" 8408
"LINC01140" 39439
"LINC01139" 5633
"LOC339568" 10967
"LINC00634" 6755
"LINC00298" 54389
"LOC340017" 3664
"LOC340074" 5252
"LINC01020" 35645
"LOC340357" 45629
"GAS2L1P2" 6274
"LOC341056" 2045
"C16ORF96" 61746
"LINC00883" 86272
"LOC344967" 14282
"H3F3AP5" 1007
"LINC00442" 4375
"ANKRD18DP" 23140
"FAM86EP" 13668
"LINC00265" 61055
"LINC00965" 2873
"NANOGNB" 8905
"LOC374443" 41131
"TPTE2P6" 17468
"FAM228B" 92805
"LRRC37A6P" 6453
"PTCHD3P1" 762
"GOLGA2P7" 31320
"LOC388242" 2611
"LINC00671" 24060
"AATK-AS1" 17659
"SMIM1" 3221
"LOC388692" 4613
"LINC00493" 2191
"SNHG17" 14789
"TMEM247" 4860
"LOC388955" 925
"LOC389033" 11455
"LOC389332" 1694
"PROB1" 4512
"RBAKDN" 1163
"NUPR1L" 1736
"LINC00937" 33789
"LOC389705" 26397
"PTGES2-AS1" 2105
"UBAP1L" 26096
"OACYLP" 17535
"LOC391322" 942
"LOC392196" 1439
"LINC00999" 24007
"LOC399815" 19081
"MIR100HG" 394542
"LINC00938" 2201
"LOC400043" 6772
"LINC00909" 6061
"LGALS17A" 6999
"LINC01144" 1709
"GBP1P1" 17255
"LOC400794" 105313
"C1ORF140" 6368
"LRRC74B" 18222
"LOC400927" 54261
"MIRLET7BHG" 27931
"LOC400940" 6254
"LOC401010" 2733
"LOC401052" 4677
"MBNL1-AS1" 7010
"LOC401127" 1650
"LRRD1" 20392
"LINC00998" 1864
"ATP6V0E2-AS1" 6168
"LOC401463" 7584
"ZNF674-AS1" 2985
"LOC402644" 732
"LOC407835" 1736
"CNTFR-AS1" 15060
"LOC440040" 251891
"LOC440173" 33675
"SMG1P2" 68706
"CDIPT-AS1" 4370
"LOC440461" 1642
"HNRNPCL2" 1366
"LOC440896" 23847
"FAR2P1" 25133
"LINC01124" 2128
"THUMPD3-AS1" 12230
"SMIM4" 5904
"GUSBP5" 1988
"CRSP8P" 1361
"LINC00602" 2064
"LOC441204" 142381
"ZNRF2P1" 2033
"CTAGE15" 2586
"LOC441454" 1380
"LOC441455" 1646
"LOC441601" 18634
"LOC441666" 36179
"ANKRD65" 4051
"TUBBP6" 1655
"PTGER4P2-CDK2AP2P2" 8761
"UQCRBP1" 796
"XRCC6P5" 2076
"LOC493754" 62102
"LOC494141" 4440
"MIR4435-2HG" 299295
"LOC541473" 3512
"UBA6-AS1" 21227
"LINC01420" 89937
"MIR31HG" 105530
"C19ORF80" 2324
"PGM5-AS1" 2702
"SMG1P5" 50356
"LOC606724" 570
"LOC613037" 25678
"SCART1" 15255
"SMG1P1" 55212
"LOC641367" 2693
"MIR205HG" 3729
"C18ORF42" 54841
"BMS1P6" 17949
"LOC642846" 30431
"LOC642852" 9302
"LOC642929" 4947
"SMIM5" 7972
"LOC643387" 2659
"BRDTP1" 816
"CCDC168" 29705
"SCGB1B2P" 100298
"UG0898H09" 7040
"LINC01128" 31855
"LOC643923" 1478
"ZNF733P" 12769
"LOC644145" 17699
"BCRP3" 20445
"LOC644172" 1761
"SMIM10" 1482
"LOC644669" 12363
"LOC644936" 1393
"LOC645166" 24727
"LINC00461" 152775
"FAM86C2P" 13569
"FUT8-AS1" 2025
"ASH1L-AS1" 1902
"LOC645752" 12629
"LOC646214" 8225
"LOC646471" 3652
"C3ORF84" 15145
"LYPD8" 16372
"LOC646762" 39216
"LOC646813" 11484
"FAM227A" 78511
"LINC00598" 133874
"LOC646999" 2483
"EMBP1" 52776
"CTAGE11P" 2628
"GMNC" 20929
"LOC647859" 18867
"LINC00669" 545071
"LINC00657" 5342
"LL22NC03-63E9.3" 7256
"ACTG1P4" 1987
"HNRNPCL3" 1005
"LOC650293" 1016
"TSSC2" 28187
"BEND3P3" 5922
"LRRC37A16P" 25996
"LOC652276" 27110
"FAM86FP" 11897
"DUX4L6" 1284
"SPCS2P4" 1407
"LOC653653" 1159
"LOC653786" 31167
"LOC654342" 23266
"PAX8-AS1" 31496
"CD27-AS1" 12516
"LHFPL3-AS2" 32017
"ANP32AP1" 737
"CASC8" 192463
"LOC727896" 3411
"LOC727924" 87748
"LOC728024" 1492
"NUTM2A-AS1" 103891
"MIR143HG" 25991
"CLEC19A" 25216
"LOC728323" 71870
"LOC728392" 1579
"DUX4L2" 1284
"LOC728554" 9007
"PCAT18" 16017
"LOC728613" 36448
"FAM133CP" 2519
"HNRNPA1P33" 541
"ZBED3-AS1" 61553
"LOC728743" 6718
"PIN4P1" 2365
"C1GALT1C1L" 1278
"LINC00623" 43573
"LOC728989" 23703
"RPEL1" 2129
"OIP5-AS1" 30641
"RGPD4-AS1" 3705
"GTF2IRD1P1" 34833
"KATNBL1P6" 2155
"FAHD2CP" 12585
"FAM86HP" 13651
"HSD52" 14871
"LOC729603" 3130
"LOC729609" 2962
"GOLGA2P6" 7580
"LINC00847" 4769
"SEC14L1P1" 2585
"MEF2BNB-MEF2B" 46585
"MEF2BNB" 15246
"LOC730101" 4752
"LOC730668" 4161
"MYT1L-AS1" 7876
"LINC01300" 4072
"LINC00202-2" 10346
"LINC00917" 13829
"CEBPA-AS1" 2236
"GOLGA2P10" 42522
"LOC81691" 43253
"AFAP1-AS1" 24838
"LINC00839" 19846
"LINC01101" 2014
"JMJD1C-AS1" 1334
"LOC90246" 2760
"AOC4P" 2072
"LOC90784" 3652
"RAPGEF4-AS1" 13017
"GUSBP11" 78936
"LOC91450" 992
"LINC00923" 131813
"LINC01278" 134537
"MAFG-AS1" 2924
"LINC00950" 5244
"MGAM2" 112030
"LOC93622" 1972
"BMS1P20" 24870
"LOH12CR1" 114155
"LOH12CR2" 1659
"LINC00312" 2886
"LONP1" 28618
"LONP2" 118703
"LONRF1" 33626
"LONRF2" 50626
"LONRF3" 48311
"LOR" 2490
"LOXHD1" 180154
"LOXL1" 25675
"LOXL2" 107223
"LOXL3" 23461
"LOXL4" 20531
"LOX" 15064
"LPAL2" 44569
"LPAR1" 165746
"LPAR2" 4740
"LPAR3" 81605
"LPAR4" 11056
"LPAR5" 17124
"LPAR6" 43772
"LPA" 132793
"LPCAT1" 62533
"LPCAT2" 77611
"LPCAT3" 42323
"LPCAT4" 8563
"LPGAT1" 87306
"ADGRL1" 58508
"ADGRL2" 687828
"ADGRL3" 877105
"LPIN1" 149865
"LPIN2" 96321
"LPIN3" 19804
"LPL" 28006
"LPO" 30092
"LPPR1" 296408
"LPPR2" 10280
"LPPR3" 13278
"LPPR4" 46628
"LPPR5" 115885
"LPP" 738519
"LPXN" 51368
"FLVCR1-AS1" 1534
"LRAT" 12279
"LRBA" 751292
"LRCH1" 199871
"LRCH2" 123485
"LRCH3" 98268
"LRCH4" 12118
"PIDD1" 10688
"LRFN1" 14297
"LRFN2" 195775
"LRFN3" 10250
"LRFN4" 3411
"LRFN5" 297693
"LRG1" 3634
"LRGUK" 155135
"LRIG1" 122324
"LRIG2" 59090
"LRIG3" 48364
"LRIT1" 10026
"LRIT2" 5104
"LRIT3" 24208
"LRMP" 56107
"LRP10" 10100
"LRP11" 45602
"LRP12" 99793
"LRP1B" 1901040
"LRP1" 84976
"LRP2BP" 34425
"LRP2" 235488
"LRP3" 14534
"LRP4" 63835
"LRP5L" 53992
"LRP5" 150409
"LRP6" 151019
"LRP8" 85706
"LRPAP1" 28900
"LRPPRC" 109765
"LRRC10B" 2269
"LRRC10" 2343
"LRRC14B" 4839
"LRRC14" 7207
"LRRC15" 14494
"LRRC16A" 341156
"LRRC16B" 17720
"LRRC17" 32111
"LRRC18" 30646
"LRRC19" 12536
"LRRC1" 129628
"LRRC20" 83680
"LRRC23" 9407
"LRRC24" 4645
"LRRC25" 6508
"LRRC26" 1281
"LRRC27" 51445
"LRRC28" 139280
"LRRC29" 19923
"LRRC2" 64714
"LRRC30" 984
"LRRC31" 30763
"LRRC32" 13223
"NRROS" 22310
"LRRC34" 19901
"LRRC36" 58391
"LRRC37A2" 536418
"LRRC37A3" 65357
"LRRC37A4P" 14640
"LRRC37A" 42663
"LRRC37BP1" 5709
"LRRC37B" 46104
"LRRC39" 29825
"LRRC3B" 94495
"LRRC3" 6686
"LRRC40" 60871
"LRRC41" 24966
"LRRC42" 21818
"LRRC43" 35752
"LRRC45" 7899
"LRRC46" 6049
"LRRC47" 17939
"LRRC48" 44123
"LRRC49" 200419
"LRRC4B" 51543
"LRRC4C" 1353353
"LRRC4" 5036
"DNAAF1" 33495
"LRRC52" 19957
"LRRC55" 9764
"LRRC56" 35949
"LRRC57" 20467
"LRRC58" 24845
"LRRC59" 16285
"LRRC61" 28657
"LRRC66" 26711
"PPP1R42" 64451
"LRRC69" 116635
"LRRC6" 114623
"LRRC70" 2627
"LRRC7" 584504
"LRRC8A" 35909
"LRRC8B" 75235
"LRRC8C" 103723
"LRRC8D" 115597
"LRRC8E" 13518
"LRRCC1" 38931
"LRRFIP1" 154071
"LRRFIP2" 124191
"LRRIQ1" 236709
"LRRIQ3" 172186
"LRRIQ4" 25060
"LRRK1" 159240
"LRRK2" 144395
"LRRN1" 50403
"LRRN2" 68666
"LRRN3" 34448
"LRRN4CL" 3124
"LRRN4" 15994
"LRRTM1" 2874
"LRRTM2" 6414
"LRRTM3" 175515
"LRRTM4" 774710
"LRSAM1" 52015
"LRTM1" 48871
"LRTM2" 16486
"LRTOMT" 30440
"LRWD1" 8285
"LSAMP" 643113
"LSG1" 31403
"LSM10" 4472
"LSM11" 16997
"LSM12" 33259
"LSM14A" 57016
"LSM14B" 12924
"LSM1" 13409
"LSM2" 9570
"LSM3" 22305
"LSM4" 16840
"LSM5" 9945
"LSM6" 28733
"LSM7" 7109
"NAA38" 28739
"LSP1" 39179
"LSR" 19308
"LSS" 40378
"SLCO1B7" 74410
"LST1" 2724
"LTA4H" 42767
"LTA" 13774
"LTB4R2" 1913
"LTB4R" 6534
"LTBP1" 497380
"LTBP2" 114410
"LTBP3" 19830
"LTBP4" 36654
"LTBR" 16411
"LTB" 1867
"LTC4S" 2661
"LTF" 49589
"LTK" 10250
"LTV1" 20539
"LUC7L2" 83098
"LUC7L3" 36654
"LUC7L" 40513
"LUM" 8865
"LUZP1" 93785
"LUZP2" 586150
"LUZP4" 17848
"LUZP6" 50599
"LXN" 6308
"LY6D" 1657
"LY6E" 3925
"LY6G5B" 1499
"LY6G5C" 3689
"LY6G6C" 3098
"LY6G6D" 2448
"LY6G6E" 2089
"LY6G6F" 3813
"LY6H" 2738
"LY6K" 5046
"LY75" 101401
"LY86" 66343
"LY96" 108532
"LY9" 32144
"LYAR" 22494
"LYG1" 20537
"LYG2" 17769
"LYL1" 6585
"LYNX1" 6675
"LYN" 138128
"LYPD1" 28240
"LYPD2" 2382
"LYPD3" 4821
"LYPD4" 11518
"LYPD5" 24729
"LYPD6B" 176795
"LYPD6" 144163
"LYPLA1" 55650
"LYPLA2P1" 1625
"LYPLA2" 4750
"LYPLAL1" 271290
"LYRM1" 25380
"LYRM2" 6523
"LYRM4" 229921
"LYRM5" 9926
"LYRM7" 34484
"LYSMD1" 17406
"LYSMD2" 28442
"LYSMD3" 13990
"LYSMD4" 18660
"LYST" 222682
"LYVE1" 11699
"LYZL1" 29277
"LYZL2" 23539
"LYZL4" 51028
"LYZL6" 9195
"LYZ" 5853
"LZIC" 21284
"LZTFL1" 92721
"LZTR1" 16735
"LZTS1" 57798
"LZTS2" 10771
"M6PR" 9400
"MAB21L1" 2900
"MAB21L2" 2542
"MACC1" 82729
"MACF1" 402971
"MACROD1" 168098
"MACROD2" 2057681
"MAD1L1" 417150
"MAD2L1BP" 11410
"MAD2L1" 11225
"MAD2L2" 17141
"MADCAM1" 8857
"MADD" 60843
"MAEA" 50258
"MAEL" 101093
"MAF1" 3150
"MAFA" 2668
"MAFB" 3388
"MAFF" 14579
"MAFG" 9465
"MAFK" 12341
"MAF" 399328
"MAGEA10" 5268
"MAGEA11" 29075
"MAGEA12" 3912
"MAGEA1" 4596
"MAGEA2" 4079
"MAGEA3" 3605
"MAGEA4" 12281
"MAGEA5" 3890
"MAGEA6" 3593
"MAGEA8" 4694
"MAGEA9B" 5815
"MAGEB10" 15024
"MAGEB16" 5430
"MAGEB18" 2393
"MAGEB1" 8309
"MAGEB2" 4526
"MAGEB3" 7057
"MAGEB4" 2187
"MAGEB6" 3206
"MAGEC1" 5524
"MAGEC2" 2948
